ghsa_stn|riv_basin|country|agency|state|agency_id|site_name|district|site_type1|agency_area|river|site_type2|agency_lat|agency_lon|basinShort|basinCode|hydrosh_pf|ghsa_locchk|ghsa_rivchk|ghsa_lmark|ghsa_lmark_lat|ghsa_lmark_lon|ghsa_lmark_dist|ghsa_reloc|ghsa_lat|ghsa_lon|ghsa_area|hydro_area|merit_lat|merit_lon|merit_area|disc_agency|disc_merit|ghsa_netchk|merit_netchk|qc1|qc2|qc3|qc4|qc5|qc6|ghsa_group
IN-gang_chin1|Ganga|IN|CWC|Bihar|CW1GAN001495|Chintawanpur|E.Champaran|HO|8080|Burhi Gandak|G|26.56|85.0556|gang|x2A|PF12-4120874720|||GM, Chintamanpur town south west|26.52331|84.96099|10.26|0.3556|26.56038|85.05205|6666.6|6677.5|26.56083|85.05333|7160.1|-17.5|-6.9|||1|1|1|1|1|1|G2
IN-gang_chin2|Ganga|IN|CWC|Jharkhand|CW1BHG001179|Chintranjan Rd. Bridge|Jamtara|HO||Ajoy|GD|23.8731|86.9303|gang|x2A|PF12-4120958730|||GM, Chittaranjan town west|23.86498|86.91749|1.58|0.3343|23.87289|86.92702||3063|23.87167|86.93|3049.8|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_chitt|Ganga|IN|CWC|Rajasthan|CW1BAN000375|Chittorgarh|Chittorgarh|HO|1445|Ganga/Yamuna/Chambal/Banas/Gambhiri|GDSQ|24.8667|74.6356|gang|x2A|PF12-4120926700||on Ibu river|GM, Chittorgarh town nearby|24.88117|74.62347|2.02|0.2233|24.8687|74.6354|1411.5|1413.9|24.86666|74.63583|1393.2|-2.3|1.3|||1|1|1|1|1|1|G1
IN-gang_chopa|Ganga|IN|CWC|Uttar Pradesh|CW1SON000034|Chopan|Sonbhadra|HO|46198|Ganga/Sone|GDSQ|24.5333|83.05|gang|x2A|PF12-4120940020|||GM, Chopan town west|24.52546|83.02048|3.11|0.9353|24.52711|83.04374|46924.7|47029.9|24.52667|83.04337|46834.9|1.6|0.2|||1|1|1|1|1|1|G1
IN-gang_chous|Ganga|IN|CWC|Bihar|CW1GHG001062|Chousea|Buxar|HO||Karamnasa|G|25.5028|85.8789|gang|x2A|PF12-4120908910|||GM, Chausa town west|25.51247|83.89329|199.27|200.9025|25.50603|83.87705||8115.2|25.50833|83.875|7884.1|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_chuch|Ganga|IN|CWC|West Bengal|CW1BHG001246|Chuchura|Hooghly|HO||Bhagirathi|G|22.4536|88.7519|gang|x2A|PF12-4120996960|||GM, Chunchura town south east|22.42271|88.77164|3.99|5.5842|22.45633|88.80616||1154.2|22.45418|88.80166|1447.2|-1000000|-1000000|unreliable network|complex river network|0|0|0|1|1|1|G4
IN-gang_chuna|Ganga|IN|CWC|Uttar Pradesh|CW1UGO000918|Chunar|Mirzapur|HO||Ganga|GD|25.1325|82.8822|gang|x2A|PF12-4120919690|||GM, Chunar town nearby|25.12684|82.88169|0.63|0.9397|25.1313|82.87296||461019.4|25.13251|82.87665|460439.4|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_churh|Ganga|IN|CWC|Madhya Pradesh|CW1SON000932|Churhat|Sidhi|HO||Sone|G|24.3728|81.6033|gang|x2A|PF12-4120942390|||GM, Churhat town north east|24.41902|81.67058|8.53|0.1254|24.37293|81.60207||23168.6|24.37332|81.60168|23090.8|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_colon|Ganga|IN|CWC|Uttar Pradesh|CW1GHA000141|Colonelganj|Gonda|FF|1842|Ganga/Ghaghra/Sarju|G|27.125|82.5339|gang|x2A|PF12-4121475220||unable to verify|GM, Colonelganj town west|27.13351|81.69902|82.63|86.444|27.12284|81.66043|2092.8|2093.3|27.12417|81.66166|2116.3|13.6|-1.1|||1|1|1|1|1|0|G4
IN-gang_cs97a|Ganga|IN|CWC|West Bengal|CW1BHG000053|C.S-97 A,Farakka|Murshidabad|HO/FF|1050950|Ganga|GDSQ|24.7908|87.9367|gang|x2A|PF12-4120935590|||GM, Farakka town nearby|24.78105|87.91847|2.14|0.1841|24.78963|87.93541|927143.5|928786.4|24.79|87.93584|927656.1|-11.8|-0.1|||1|1|1|1|1|1|G2
IN-gang_dabri|Ganga|IN|CWC|Uttar Pradesh|CW1RAM000616|Dabri|Shahjahanpur|FF|23919|Ganga/Ramganga|GDSQ|27.4958|79.6972|gang|x2A|PF12-4120845220|||GM, Dabri town south|27.48749|79.6927|1.03|0.2371|27.49375|79.69786|24505.9|24536.7|27.49583|79.6975|24011.2|2.5|2.1|||1|1|1|1|1|1|G1
IN-gang_dadah|Ganga|IN|CWC|Himachal Pradesh|CW1YAU000852|Dadahu (Renuka)|Sirmaur|HO|2168|Yamuna/Giri|GDSQ|30.6044|77.4411|gang|x2A|PF12-4120747370|||GM, Dadahu town nearby|30.60302|77.43706|0.42|0.299|30.60206|77.43956|2158.7|2160.7|30.6025|77.43999|2167.4|-0.4|-0.4|||1|1|1|1|1|1|G1
IN-gang_dadri|Ganga|IN|CWC|Haryana|CW1YAU000094|Dadri|Jhajjar|HO|6734|Ganga/Yamuna/Sahibi|GD|28.5156|76.7572|gang|x2A|PF12-4120814820|||GM, Dadri Toye town nearby|28.50902|76.74808|1.15|3.3696|28.48543|76.76043||15119.1|28.51584|76.75666|10180.4|-1000000|-1000000||unreliable network|1|1|0|1|1|1|G4
IN-gang_dalma|Ganga|IN|CWC|Uttar Pradesh|CW1UGO000201|Dalmau|Raebareli|FF|91076|Ganga|G|26.0583|81.0208|gang|x2A|PF12-4121490110|||GM, Dalmau town east|26.06961|81.05981|4.09|0.6616|26.06044|81.02698|91154.9|91273.2|26.06|81.02748|91282.6|0.1|-0.1|||1|1|1|1|1|1|G1
IN-gang_dalsi|Ganga|IN|CWC|Bihar|CW1GAN001315|Dalsingh Sarai|Samastipur|HO|2613|Noon|GD|25.715|85.63|gang|x2A|PF12-4121493890||on Balan river|GM, Dalsingh Sarai town east|25.67161|85.82826|20.44|2.2138|25.71447|85.65209|1531.6|1532.3|25.71584|85.65332|2215.9|-41.4|-30.9|||1|1|1|1|1|0|G4
IN-gang_dalte|Ganga|IN|CWC|Jharkhand|CW1SON000140|Daltenganj|Palamu|HO|8210|Ganga/Sone/North Koel|GQ|24.0333|84.06|gang|x2A|PF12-4120951220|||GM, Daltenganj town north|24.04057|84.06144|0.82|0.2312|24.03535|84.06038|5248.2|5258.4|24.03418|84.06082|5232|-36.1|0.3|||1|1|1|1|1|1|G3
IN-gang_damod|Ganga|IN|CWC|West Bengal|CW1BHG001168|Damodar Rly. Bridge|Paschim Burdwan|HO||Damodar|GD|23.7831|87.1583|gang|x2A|PF12-4121521220|||GM, Damodar bridge south west|23.64159|86.89357|31.21|31.074|23.6437|86.89376||18638.1|23.6425|86.89582|18611|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_danap|Ganga|IN|CWC|Bihar|CW1GAN001196|Danapur (Sahpur)|Patna|FF||Ganga|G|25.6464|85.0136|gang|x2A|PF12-4120901640|||GM, Danapur town south|25.62694|85.04111|3.51|10.4474|25.73958|85.02697||724392.9|25.64749|85.02833|723007.1|-1000000|-1000000|unreliable network||0|0|1|1|1|1|G4
IN-gang_darau|Ganga|IN|CWC|Bihar|CW1GHA000280|Darauli|Siwan|FF|124730|Ganga/Ghaghra|GD|26.0731|84.1267|gang|x2A|PF12-4120890880|||GM, Darauli town nearby|26.07931|84.1314|0.83|0.0426|26.07291|84.12707|127340.9|127520.7|26.07249|84.12498|126326.6|2.1|0.8|||1|1|1|1|1|1|G1
IN-gang_delhi|Ganga|IN|CWC|Delhi|CW1YAU000057|Delhi Rly Bridge|North Delhi|HO/FF|18552|Ganga/Yamuna|GDSQ|28.6625|77.2467|gang|x2A|PF12-4120811430|||GM, Delhi Rly Bridge CWC site nearby|28.66184|77.24503|0.18|0.2542|28.66456|77.24783||36926.9|28.66333|77.24749|37743.7|-1000000|-1000000|unreliable network|unreliable network|1|0|0|1|1|1|G4
IN-gang_deop1|Ganga|IN|CWC|Uttarakhand|CW1ARA000197|Deoprayag(B)|Tehri Garhwal|HO|7772|Ganga/Bhagirath|GD|30.1517|78.5994|gang|x2A|PF12-4120760950|||GM, Devprayag town nearby|30.14931|78.60062|0.29|0.2602|30.15208|78.60207|7633.9|7638.9|30.15166|78.59916|7637.4|-1.8|0|||1|1|1|1|1|1|G1
IN-gang_deop2|Ganga|IN|CWC|Uttarakhand|CW1ARA000269|Deoprayag(G)|Pauri Garhwal|HO|18890|Ganga|GDSQ|30.1406|78.5967|gang|x2A|PF12-4120761480|||GM, Devprayag town nearby|30.14331|78.59871|0.36|0.1615|30.13962|78.59794|18746.4|18764.4|30.14089|78.59667|18702.9|-0.8|0.2|||1|1|1|1|1|1|G1
IN-gang_deop3|Ganga|IN|CWC|Uttarakhand|CW1ARA001490|Deoprayag(A)|Tehri Garhwal|HO|11120|Ganga/Alaknanda|GD|30.1444|78.6011|gang|x2A|PF12-4120760960|||GM, Devprayag town nearby|30.14741|78.60141|0.34|0.118|30.14375|78.60207|11105.1|11117.1|30.14418|78.60083|11058.8|-0.1|0.4|||1|1|1|1|1|1|G1
IN-gang_devka|Ganga|IN|CWC|Uttar Pradesh|CW1GHG001182|Devkali|Ghazipur|HO||Gaangi|G|25.5442|83.3267|gang|x2A|PF12-4121496100||unable to verify|GM, Deokali town nearby|25.54507|83.33339|0.68|0.0644|25.54374|83.32709||1448.3|25.54417|83.32583|759.5|-1000000|-1000000|||0|1|1|1|1|0|G4
IN-gang_devli|Ganga|IN|CWC|Rajasthan|CW1BAN001224|Devliya Khurd|Ajmer|HO|2553.5|Yamuna/Dai|G|26.0189|75.9167|gang|x2A|PF12-4120892820|||GM, Devliya Khurd town west|26.0276|75.26329|65.3|65.5848|26.0146|75.26039|2587.6|2586.6|26.015|75.26168|2565|1.3|0.9|||1|1|1|1|1|1|G3
IN-gang_devra|Ganga|IN|CWC|Madhya Pradesh|CW1YAL000928|Devra|Chattarpur|HO|358|Yamuna/|G|24.5731|79.6431|gang|x2A|PF12-4120936920|uncertain location; not by a river|unable to verify|GM, Dewra town east|24.57614|79.6532|1.08|0.0762|24.57293|79.64383|372.4|368.7|24.57333|79.64334|375.2|4|-0.7|||1|1|1|0|1|1|G4
IN-gang_dhama|Ganga|IN|CWC|Bihar|CW1KOS001406|Dhamaraghat|Khagaria|HO||Kosi|G|25.6789|86.5608|gang|x2A|PF12-4121494910|||GM, Dhamara Ghat town south|25.62165|86.60665|7.85|3.4479|25.6727|86.52709||80149.5|25.67085|86.52749|57895.3|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_dhane|Ganga|IN|CWC|Uttar Pradesh|CW1RAM001316|Dhaneta|Bareilly|HO|337|Ramganga/Bahgul|GDSQ|28.4231|79.9775|gang|x2A|PF12-4120814570||unable to verify|GM, Dhaneta town west|28.52441|79.25834|71.19|71.7746|28.52305|79.25205|4284.8|4289.8|28.52335|79.25166|2362|1171.5|81.4|||1|1|1|1|1|0|G4
IN-gang_dhans|Ganga|IN|CWC|Delhi|CW1YAU000095|Dhansa|South West Delhi|HO/FF|6941|Ganga/Yamuna/Sahibi|GD|28.5372|76.8739|gang|x2A|PF12-4120814290|||GM, Dhansa town north|28.55281|76.86696|1.86|4.841|28.49375|76.87702||15546.1|28.5375|76.87501|17751.6|-1000000|-1000000||unreliable network|1|1|0|1|1|1|G4
IN-gang_dhar1|Ganga|IN|CWC|Uttar Pradesh|CW1ARA000825|Dharamnagari|Bijnor|FF|26365|Ganga|G|29.3731|78.035|gang|x2A|PF12-4121445720|||GM, Dharam Nagari town north east|29.3928|78.07527|4.47|0.6274|29.37708|78.03959|26998.2|27020.8|29.37668|78.0375|26866.4|2.4|0.5|||1|1|1|1|1|1|G1
IN-gang_dhar2|Ganga|IN|CWC|Uttarakhand|CW1ARA001363|Dharasu|Uttarkashi|HO|5061|Bhagirathi|G|30.6106|78.3164|gang|x2A|PF12-4120748190|||GM, Dharasu town east|30.61035|78.31866|0.22|0.1712|30.61045|78.31462|5050.2|5053.7|30.61084|78.31583|5054|-0.2|-0.1|||1|1|1|1|1|1|G1
IN-gang_dhare|Ganga|IN|CWC|Madhya Pradesh|CW1CHU000335|Dhareri|Ujjain|HO|1680|Ganga/Yamuna/Chambal|GD|23.1333|75.5147|gang|x2A|PF12-4121527100|||GM, Dhureri town north west|23.14293|75.50175|1.7|0.234|23.1312|75.51455|1715.6|1714.4|23.13334|75.51418|1659.6|2.1|3.4|||1|1|1|1|1|1|G1
IN-gang_dhaul|Ganga|IN|CWC|Rajasthan|CW1CHL000334|Dhaulpur|Dholpur|HO/FF|138123|Ganga/Yamuna/Chambal|GDSQ|26.6656|77.9667|gang|x2A|PF12-4120870740|||GM, Dholpur town north west|26.69955|77.8895|8.55|0.2325|26.66456|77.96873|134049.8|134329.2|26.66502|77.96751|134241.7|-2.9|-0.1|||1|1|1|1|1|1|G1
IN-gang_dhen1|Ganga|IN|CWC|Bihar|CW1KOS000157|Dheng Bridge|Sitamarhi|HO/FF|3790|Ganga/Kosi/Bagmati|GDSQ|26.7228|85.3272|gang|x2A|PF12-4120871860|||GM, Dheng town and bridge nearby|26.72562|85.32996|0.42|0.0249|26.72279|85.32695|3622.5|3627|26.72168|85.32417|3808.4|-4.4|-4.9|||1|1|1|1|1|1|G1
IN-gang_dhen2|Ganga|IN|CWC|Bihar|CW1BHG000170|Dhengraghat|Purnia|HO/FF|10160|Ganga/Mahananda|GD|25.85|87.8061|gang|x2A|PF12-4120900170|||GM, Danghra bridge nearby|25.85067|87.79961|0.65|0.4671|25.85212|87.80207|7740.3|7750.7|25.85|87.80415|7215.5|-23.8|7.3|||1|1|1|1|1|1|G2
IN-gang_dhoba|Ganga|IN|CWC|Uttar Pradesh|CW1GHA001392|Dhobahat|Ambedkar Nagar|HO|81608|Ghagra|GD|26.5567|82.6567|gang|x2A|PF12-4120874590|||no landmark found||||0.889|26.56044|82.6646|88354.7|88468.4|26.56001|82.66083|87185.6|8.3|1.3|||1|1|1|1|1|1|G1
IN-gang_dhopa|Ganga|IN|CWC|Uttarakhand|CW1ARA001404|Dhopaddhaar|Tehri|HO|512|Bhilaganga|GDS|30.5169|78.7561|gang|x2A|PF12-4121431500|||GM, Dhopardhar college nearby|30.51882|78.74966|0.65|0.1913|30.51862|78.75613|512.9|509.6|30.51666|78.75584|512.4|0.2|0.1|||1|1|1|1|1|1|G1
IN-gang_dhule|Ganga|IN|CWC|Uttar Pradesh|CW1RAM001567|Dhuleha Dhakia|Shahajanpur|HO||Ganga/Ramganga/Deoha(Garra)|GD|28.0089|79.7964|gang|x2A|PF12-4120830340|||GM, Dulha Dhakia town nearby|28.01082|79.79079|0.59|0.8023|28.00209|79.7937||3227.8|28.00834|79.79584|3125|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_digha|Ganga|IN|CWC|Bihar|CW1GAN000226|Dighaghat|Patna|FF|844020|Ganga|G|25.6478|85.0653|gang|x2A|PF12-4120901640|||GM, Digha Ghat CWC site nearby|25.6484|85.06787|0.27|11.5901|25.75203|85.06457||724402|25.65001|85.06416|723280.4|-1000000|-1000000|unreliable network||1|0|1|1|1|1|G4
IN-gang_dighw|Ganga|IN|CWC|Bihar|CW1GAN000948|Dighwara|Saran|HO||Ganga|G|25.7411|84.9631|gang|x2A|PF12-4120901640|||GM, Dighwara town east|25.74246|85.0149|5.19|0.3249|25.73958|84.96033||724313.8|25.74081|84.9609|16.1|-1000000|-1000000|unreliable network|complex river network|0|0|0|1|1|1|G4
IN-gang_dishe|Ganga|IN|CWC|West Bengal|CW1DAM001183|Dishengarh Rd. Bridge|Paschim Burdwan|HO||Damodar|G|23.6819|86.8236|gang|x2A|PF12-4120964690|||GM, Dishergarh town north|23.6916|86.82778|1.16|0.3897|23.68536|86.82299||18424.9|23.68334|86.82501|18402.2|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_dobhi|Ganga|IN|CWC|Bihar|CW1GAN001274|Dobhi|Gaya|HO||Phalgu/Haro har/Kiul|GDSQ|24.5236|84.9375|gang|x2A|PF12-4120936790|||GM, Dobhi town west|24.53736|84.91445|2.79|2.0769|24.53123|84.91876||1226.4|24.5308|84.91831|1203|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_dorig|Ganga|IN|CWC|Bihar|CW1GAN001261|Doriganj|Saran|HO/FF||Ganga|GDS|24.7331|84.8244|gang|x2A|PF12-4120902870|||GM, Doriganj town north|25.73597|84.83218|111.52|110.5322|25.72709|84.83537||655801.6|25.725|84.83167|655492.3|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_dosni|Ganga|IN|CWC|Uttarakhand|CW1ARA001386|Dosni|Haridwar|HO|947|Solani|GD|29.7797|77.9614|gang|x2A|PF12-4120777090|||GM, Dausni town east|29.7758|77.98488|2.31|0.1903|29.7812|77.96045|967.1|964.1|29.77996|77.96167|1056.1|2.1|-8.4|||1|1|1|1|1|1|G2
IN-gang_dpgha|Ganga|IN|CWC|West Bengal|CW1DAM000449|D.P.Ghat|Paschim Medinipur|HO|562|Bhagirathi/Kangsabati/Terafeni|G|22.6|87|gang|x2A|PF12-4120992210|||GM, Dholabhanga Prathomik on Terafeni north west assumed to be DP ghat|22.62977|86.95693|5.52|5.4079|22.62707|86.95623|329.3|321.9|22.62916|86.9575|298.1|-41.4|10.5|||1|1|1|1|1|1|G3
IN-gang_dubbi|Ganga|IN|CWC|Rajasthan|CW1BAN000960|Dubbi|S.Madhopur|HO|46393|Yamuna/Bans|G|26.1847|76.3522|gang|x2A|PF12-4121487320|||GM, Dubbi town south|26.17603|76.36608|1.69|1.5923|26.19378|76.36454|39698.3|39775|26.19416|76.36249|39709.7|-14.4|0|||1|1|1|1|1|1|G2
IN-gang_duddh|Ganga|IN|CWC|Uttar Pradesh|CW1SON000804|Duddhi|Sonbhadra|HO|5169|Ganga/Sone/Kanhar|GDSQ|24.2272|83.2706|gang|x2A|PF12-4120947150|||GM, Dudhi and Dudhinagar town west|24.21555|83.23795|3.56|0.2385|24.22712|83.27295|4914.1|4925.4|24.2275|83.26999|4931|-4.9|-0.3|||1|1|1|1|1|1|G1
IN-gang_duma1|Ganga|IN|CWC|Bihar|CW1GAN000381|Dumariaghat|Gopalganj|HO/FF|41520|Ganga/Gandak|GDS|26.3583|84.75|gang|x2A|PF12-4121485810|||GM, Dumarighat nearby|26.35979|84.74641|0.39|0.307|26.36032|84.7479|41046.4|41097.3|26.35833|84.75084|39464.8|-1.1|4|||1|1|1|1|1|1|G1
IN-gang_duma2|Ganga|IN|CWC|Uttar Pradesh|CW1GHA001393|Dumari ghat|Balrampur|HO|577|Kwano|GD|27.3197|82.4158|gang|x2A|PF12-4121472020|||no landmark found||||0|27.3197|82.4158||0.2|27.3197|82.4158|0|-1000000|-1000000|||1|1|1|1|0|1|G4
IN-gang_durg1|Ganga|IN|CWC|Bihar|CW1GHG001063|Durgawati|Kalmur|HO||Durgawati|G|25.2164|83.5164|gang|x2A|PF12-4120915450|||GM, Durganti town and Durgawati bridge nearby|25.21569|83.51454|0.2|0.3126|25.21453|83.51872||2241|25.21666|83.51667|2333.6|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_durg2|Ganga|IN|CWC|West Bengal|CW1DAM000002|Durgapur Barrage|Paschim Bardhaman|FF|19555|Bhagirathi/Damodar|GD|23.4789|87.3072|gang|x2A|PF12-4121523670|||GM, Durgapur barrage nearby|23.47438|87.30023|0.87|0.849|23.47293|87.30201|19970.9|20015|23.47584|87.30414|19991.5|2.1|-0.1|||1|1|1|1|1|1|G1
IN-gang_ekcha|Ganga|IN|CWC|Bihar|CW1GAN001191|Ekchari|Bhagalpur|HO||Ganga|GD|25.2269|87.2153|gang|x2A|PF12-4120916820|uncertain location; unsure if station on Gerua/Kataria or Ganga||GM, Ekchari town south|25.21414|87.21561|1.42|1.0313|25.23119|87.20621||4252.2|25.23251|87.2075|4205.2|-1000000|-1000000|||0|1|1|0|1|1|G4
IN-gang_ekmig|Ganga|IN|CWC|Bihar|CW1KOS000150|Ekmighat|Darbhanga|HO/FF|4197|Ganga/Kosi/Bagmati/Adhwara|GDSQ|26.1194|85.8764|gang|x2A|PF12-4120891490|||GM, Ekmi Ghat bridge nearby|26.11832|85.87566|0.14|0.4795|26.11876|85.88115||516.9|26.11914|85.87668|5010.1|-1000000|-1000000||unreliable network|1|1|0|1|1|1|G4
IN-gang_elgin|Ganga|IN|CWC|Uttar Pradesh|CW1GHA000035|Elginbridge|Barabanki|HO/FF|74713|Ganga/Ghaghra|GDSQ|27.0953|81.4861|gang|x2A|PF12-4121476160|||GM, Elgin Bridge nearby|27.09756|81.48591|0.25|0.514|27.09377|81.4812|81627.6|81723.8|27.09416|81.48416|80100.1|9.3|1.9|||1|1|1|1|1|1|G1
IN-gang_engli|Ganga|IN|CWC|West Bengal|CW1BHG000038|Englishbazar|Malda|HO|12820|Padma/Mahananda|GDQ|25.0114|88.1519|gang|x2A|PF12-4120924290|||GM, Malda also known as English Bazar nearby|25.00989|88.14101|1.11|0.4196|25.01035|88.1479|5583.3|5592.5|25.01083|88.15|5360.7|-56.4|4.2|||1|1|1|1|1|1|G3
IN-gang_etawa|Ganga|IN|CWC|Uttar Pradesh|CW1YAM000036|Etawah|Etawah|HO/FF|98715|Ganga/Yamuna|GDSQ|26.75|78.9833|gang|x2A|PF12-4121480050|||GM, Etawah town north east|26.7842|79.01899|5.2|0.3119|26.74793|78.98542|78994.3|79098.8|26.74917|78.98333|79976.3|-20|-1.2|||1|1|1|1|1|1|G2
IN-gang_farak|Ganga|IN|CWC|West Bengal|CW1BHG000324|Farakka/(HR)|Murshidabad|HO||Bhagirathi/Feeder Canal|GDSQ|24.7953|87.9317|gang|x2A|PF12-4120935590|uncertain location;||GM, Farakka feeder canal nearby|24.80061|87.92036|1.29|0|24.7953|87.9317||1.6|24.7953|87.9317|0.1|-1000000|-1000000|||0|1|1|0|1|1|G4
IN-gang_fate1|Ganga|IN|CWC|Bihar|CW1GAN000869|Fatehpur|Patna|HO||Punpun|G|25.5117|85.1953|gang|x2A|PF12-4121496420|||GM, Fatehpur town nearby|25.50894|85.19328|0.37|0.2116|25.5104|85.19376||8855.2|25.51251|85.19583|9263.2|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_fate2|Ganga|IN|CWC|Uttar Pradesh|CW1ARA000255|Fatehgarh|Farukhabad|FF|40096|Ganga|GDSQ|27.4042|79.625|gang|x2A|PF12-4120852030|||GM, Fatehgarh town south|27.37227|79.62211|3.56|0.3113|27.40208|79.62294|39252.8|39295.1|27.40417|79.62167|39454.1|-2.1|-0.5|||1|1|1|1|1|1|G1
IN-gang_fate3|Ganga|IN|CWC|Uttar Pradesh|CW1RAM001336|Fatehganj(E)|Shahjanpur|HO|543|Ramganga/Bhogul|GD|24.075|79.6333|gang|x2A|PF12-4120829600|||GM, Fatehganj Purvi town north|28.08097|79.63681|445.44|444.5455|28.07289|79.63958|1424.1|1425.2|28.07166|79.63751|1731.9|162.3|-17.8|||1|1|1|1|1|1|G3
IN-gang_fate4|Ganga|IN|CWC|Haryana|CW1YAU000962|Fatehgarh|Bhiwani|HO|500|Yamuna/Somb|GD|30.1722|77.3922|gang|x2A|PF12-4120761730|||GM, Fatehgarh town north east|30.17823|77.38765|0.8|0.1656|30.1729|77.39372||553.3|30.17167|77.39249|555.1|-1000000|-1000000||unreliable network|1|1|0|1|1|1|G4
IN-gang_ficab|Ganga|IN|CWC|Uttarakhand|CW1RAM001366|Fica Barrage D/S|Udham Singh Nagar|HO|192|Ramganga/Philka|G|29.4808|78.7967|gang|x2A|PF12-4121443640|||no landmark found||||0|29.4808|78.7967||8.8|29.4808|78.7967|0|-1000000|-1000000|||1|1|1|1|0|1|G4
IN-gang_gadwa|Ganga|IN|CWC|Jharkhand|CW1SON000845|Gadwa road|Palamu|HO||Ganga/Sone/ North Koel|GDQ|24.2069|83.8786|gang|x2A|PF12-4121512870|||GM, Garhwa Road nearby|24.21413|83.8848|1.02|0.2728|24.20627|83.8812||9761.1|24.2067|83.88081|9733.2|-1000000|-1000000|||0|1|1|1|1|1|G4
IN-gang_gagri|Ganga|IN|CWC|Uttarakhand|CW1GHA001399|Gagrigol|Bageshwar|HO|265|Sharda/Suheli|GD|29.9036|79.6347|gang|x2A|PF12-4121438870||on Gomati river|GM, Gagrigol college north|29.90532|79.63673|0.27|0.1923|29.90202|79.63551|244.6|239.8|29.90334|79.63506|230.1|-7.7|6.3|||1|1|1|1|1|0|G4
IN-gang_gaisa|Ganga|IN|CWC|Madhya Pradesh|CW1YAL000321|Gaisabad|Damoh|HO|6300|Ganga/Yamuna/Ken/Bearma|GD|24.2425|79.8444|gang|x2A|PF12-4120945320||on Sunar river|GM, Gaisabad town west|24.23664|79.82773|1.81|0.1504|24.24372|79.84376|5809.8|5819.6|24.24251|79.84417|5825.1|-7.8|-0.3|||1|1|1|1|1|1|G1
IN-gang_galet|Ganga|IN|CWC|Uttar Pradesh|CW1YAU000177|Galeta|Meerut|HO|4841|Ganga/Yamuna/Hindon|GDSQ|29.0756|77.4625|gang|x2A|PF12-4121450250|||GM, Galahita town west|29.07793|77.43399|2.78|1.0308|29.07719|77.45205|4514.4|4517.1|29.07583|77.46251|4213.4|-6.7|7.1|||1|1|1|1|1|1|G2
IN-gang_galga|Ganga|IN|CWC|Bihar|CW1BHG000359|Galgalia|Kishanganj|HO|670|Ganga/Mahananda/Mechi|G|26.5197|88.1058|gang|x2A|PF12-4120876700|||GM, galgalia town north east|26.52494|88.11468|1.06|0.1113|26.51878|88.10624|559.7|558.9|26.52001|88.10583|513.4|-16.5|9|||1|1|1|1|1|1|G2
IN-gang_gandh|Ganga|IN|CWC|Bihar|CW1GAN000020|Gandhighat|Patna|HO/FF|848000|Ganga|GDSQ|25.6233|85.1711|gang|x2A|PF12-4120905050|||GM, Gandhi bridge nearby|25.63394|85.21407|4.47|2.9227|25.64794|85.18125||726190.4|25.62416|85.17084|723488.3|-1000000|-1000000|unreliable network||1|0|1|1|1|1|G4
IN-gang_ganga|Ganga|IN|CWC|Uttarakhand|CW1ARA000846|Ganganagar|Chamoli|HO|1242|Ganga/Alaknanda/Mandakini|GD|30.4008|79.0419|gang|x2A|PF12-4120754670|||no landmark found||||0.2638|30.40206|79.03957|1268.4|1257|30.40083|79.04173|1237.5|2.1|2.5|||1|1|1|1|1|1|G1
IN-gang_gangn|Ganga|IN|CWC|Uttarakhand|CW1ARA001400|Gangnani|Uttarkashi|HO|3601|Bhagirathi|GD|30.8967|78.6781|gang|x2A|PF12-4121427020|||OSM, Gangnani town north|30.90273|78.68023|0.7|0.1557|30.8978|78.67709|3585.9|3584.8|30.89666|78.6775|3595.6|-0.4|-0.3|||1|1|1|1|1|1|G1
IN-gang_gango|Ganga|IN|CWC|Uttarakhand|CW1ARA001379|Gangotri|Rudraprayag|HO|754|Bhagirathi|G|30.9939|78.9403|gang|x2A|PF12-4120733950|||GM, Gangotri town nearby|30.9944|78.94054|0.06|0.0691|30.99374|78.9396|757.6|754.5|30.99417|78.93916|771.7|0.5|-1.8|||1|1|1|1|1|1|G1
IN-gang_gangp|Ganga|IN|CWC|Bihar|CW1GHA000966|Gangpur Siswan|Siwan|HO||Ghaghra|G|25.9403|84.3919|gang|x2A|PF12-4120896540|||GM, Gangapur Siswan town north|25.95316|84.39514|1.47|2.8238|25.9187|84.37705||129035.3|25.91167|84.37753|127872.7|-1000000|-1000000|||0|1|1|1|1|1|G4
